"REF_DATE","GEO","DGUID","Geography, importing","Prices","Product","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2024","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Coal [ENE212100]","Canadian dollars","47","thousands","3","v1775386249","10.1.1.6","0","","","","0"
"2022","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Electricity [ENE221100]","Canadian dollars","47","thousands","3","v1775386641","10.1.1.7","0","","","","0"
"2023","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Electricity [ENE221100]","Canadian dollars","47","thousands","3","v1775386641","10.1.1.7","0","","","","0"
"2024","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Electricity [ENE221100]","Canadian dollars","47","thousands","3","v1775386641","10.1.1.7","0","","","","0"
"2022","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Steam and heated or cooled air or water [ENE221303]","Canadian dollars","47","thousands","3","v1775387033","10.1.1.8","0","","","","0"
"2023","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Steam and heated or cooled air or water [ENE221303]","Canadian dollars","47","thousands","3","v1775387033","10.1.1.8","0","","","","0"
"2024","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Steam and heated or cooled air or water [ENE221303]","Canadian dollars","47","thousands","3","v1775387033","10.1.1.8","0","","","","0"
"2022","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Motor gasoline (including blending components and ethanol fuel) [ENE324111]","Canadian dollars","47","thousands","3","v1775387425","10.1.1.9","0","","","","0"
"2023","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Motor gasoline (including blending components and ethanol fuel) [ENE324111]","Canadian dollars","47","thousands","3","v1775387425","10.1.1.9","0","","","","0"
"2024","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Motor gasoline (including blending components and ethanol fuel) [ENE324111]","Canadian dollars","47","thousands","3","v1775387425","10.1.1.9","0","","","","0"
"2022","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Diesel and biodiesel fuels [ENE324112]","Canadian dollars","47","thousands","3","v1775387817","10.1.1.10","0","","","","0"
"2023","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Diesel and biodiesel fuels [ENE324112]","Canadian dollars","47","thousands","3","v1775387817","10.1.1.10","0","","","","0"
"2024","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Diesel and biodiesel fuels [ENE324112]","Canadian dollars","47","thousands","3","v1775387817","10.1.1.10","0","","","","0"
"2022","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Light fuel oils [ENE324113]","Canadian dollars","47","thousands","3","v1775388209","10.1.1.11","0","","","","0"
"2023","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Light fuel oils [ENE324113]","Canadian dollars","47","thousands","3","v1775388209","10.1.1.11","0","","","","0"
"2024","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Light fuel oils [ENE324113]","Canadian dollars","47","thousands","3","v1775388209","10.1.1.11","0","","","","0"
"2022","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Aviation fuel [ENE324114]","Canadian dollars","47","thousands","3","v1775388601","10.1.1.12","0","","","","0"
"2023","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Aviation fuel [ENE324114]","Canadian dollars","47","thousands","3","v1775388601","10.1.1.12","0","","","","0"
"2024","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Aviation fuel [ENE324114]","Canadian dollars","47","thousands","3","v1775388601","10.1.1.12","0","","","","0"
"2022","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Heavy fuel oils [ENE324115]","Canadian dollars","47","thousands","3","v1775388993","10.1.1.13","0","","","","0"
"2023","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Heavy fuel oils [ENE324115]","Canadian dollars","47","thousands","3","v1775388993","10.1.1.13","0","","","","0"
"2024","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Heavy fuel oils [ENE324115]","Canadian dollars","47","thousands","3","v1775388993","10.1.1.13","0","","","","0"
"2022","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Coke and other coke oven products [ENE3241A2]","Canadian dollars","47","thousands","3","v1775389385","10.1.1.14","0","","","","0"
"2023","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Coke and other coke oven products [ENE3241A2]","Canadian dollars","47","thousands","3","v1775389385","10.1.1.14","0","","","","0"
"2024","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Coke and other coke oven products [ENE3241A2]","Canadian dollars","47","thousands","3","v1775389385","10.1.1.14","0","","","","0"
"2022","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Fuel wood and solid fuel products n.e.c. [ENE32C000]","Canadian dollars","47","thousands","3","v1775389777","10.1.1.15","0","","","","0"
"2023","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Fuel wood and solid fuel products n.e.c. [ENE32C000]","Canadian dollars","47","thousands","3","v1775389777","10.1.1.15","0","","","","0"
"2024","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Fuel wood and solid fuel products n.e.c. [ENE32C000]","Canadian dollars","47","thousands","3","v1775389777","10.1.1.15","0","","","","0"
"2022","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Floriculture and nursery products (except cannabis), and sod [MPG111400]","Canadian dollars","47","thousands","3","v1775390169","10.1.1.16","0","","","","0"
"2023","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Floriculture and nursery products (except cannabis), and sod [MPG111400]","Canadian dollars","47","thousands","3","v1775390169","10.1.1.16","0","","","","0"
"2024","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Floriculture and nursery products (except cannabis), and sod [MPG111400]","Canadian dollars","47","thousands","3","v1775390169","10.1.1.16","0","","","","0"
"2022","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Canola (including rapeseed) [MPG111A01]","Canadian dollars","47","thousands","3","v1775390561","10.1.1.17","0","","","","0"
"2023","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Canola (including rapeseed) [MPG111A01]","Canadian dollars","47","thousands","3","v1775390561","10.1.1.17","0","","","","0"
"2024","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Canola (including rapeseed) [MPG111A01]","Canadian dollars","47","thousands","3","v1775390561","10.1.1.17","0","","","","0"
"2022","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Oilseeds (except canola) [MPG111A02]","Canadian dollars","47","thousands","3","v1775390953","10.1.1.18","0","","","","0"
"2023","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Oilseeds (except canola) [MPG111A02]","Canadian dollars","47","thousands","3","v1775390953","10.1.1.18","0","","","","0"
"2024","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Oilseeds (except canola) [MPG111A02]","Canadian dollars","47","thousands","3","v1775390953","10.1.1.18","0","","","","0"
"2022","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Wheat [MPG111A03]","Canadian dollars","47","thousands","3","v1775391345","10.1.1.19","0","","","","0"
"2023","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Wheat [MPG111A03]","Canadian dollars","47","thousands","3","v1775391345","10.1.1.19","0","","","","0"
"2024","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Wheat [MPG111A03]","Canadian dollars","47","thousands","3","v1775391345","10.1.1.19","0","","","","0"
"2022","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Grains (except wheat) [MPG111A04]","Canadian dollars","47","thousands","3","v1775391737","10.1.1.20","0","","","","0"
"2023","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Grains (except wheat) [MPG111A04]","Canadian dollars","47","thousands","3","v1775391737","10.1.1.20","0","","","","0"
"2024","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Grains (except wheat) [MPG111A04]","Canadian dollars","47","thousands","3","v1775391737","10.1.1.20","0","","","","0"
"2022","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Fresh potatoes [MPG111A05]","Canadian dollars","47","thousands","3","v1775392129","10.1.1.21","0","","","","0"
"2023","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Fresh potatoes [MPG111A05]","Canadian dollars","47","thousands","3","v1775392129","10.1.1.21","0","","","","0"
"2024","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Fresh potatoes [MPG111A05]","Canadian dollars","47","thousands","3","v1775392129","10.1.1.21","0","","","","0"
"2022","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Fresh vegetables (except potatoes) [MPG111A08]","Canadian dollars","47","thousands","3","v1775392521","10.1.1.22","0","","","","0"
"2023","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Fresh vegetables (except potatoes) [MPG111A08]","Canadian dollars","47","thousands","3","v1775392521","10.1.1.22","0","","","","0"
"2024","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Fresh vegetables (except potatoes) [MPG111A08]","Canadian dollars","47","thousands","3","v1775392521","10.1.1.22","0","","","","0"
"2022","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Fresh fruit and nuts [MPG111A10]","Canadian dollars","47","thousands","3","v1775392913","10.1.1.23","0","","","","0"
"2023","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Fresh fruit and nuts [MPG111A10]","Canadian dollars","47","thousands","3","v1775392913","10.1.1.23","0","","","","0"
"2024","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Fresh fruit and nuts [MPG111A10]","Canadian dollars","47","thousands","3","v1775392913","10.1.1.23","0","","","","0"
"2022","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Other miscellaneous crop products [MPG111A11]","Canadian dollars","47","thousands","3","v1775393305","10.1.1.24","6","","","","0"
"2023","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Other miscellaneous crop products [MPG111A11]","Canadian dollars","47","thousands","3","v1775393305","10.1.1.24","6","","","","0"
"2024","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Other miscellaneous crop products [MPG111A11]","Canadian dollars","47","thousands","3","v1775393305","10.1.1.24","7","","","","0"
"2022","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Cannabis seeds, plants and flowering tops [MPG111C00]","Canadian dollars","47","thousands","3","v1775393697","10.1.1.25","0","","","","0"
"2023","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Cannabis seeds, plants and flowering tops [MPG111C00]","Canadian dollars","47","thousands","3","v1775393697","10.1.1.25","0","","","","0"
"2024","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Cannabis seeds, plants and flowering tops [MPG111C00]","Canadian dollars","47","thousands","3","v1775393697","10.1.1.25","0","","","","0"
"2022","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Cattle and calves [MPG112001]","Canadian dollars","47","thousands","3","v1775394089","10.1.1.26","0","","","","0"
"2023","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Cattle and calves [MPG112001]","Canadian dollars","47","thousands","3","v1775394089","10.1.1.26","0","","","","0"
"2024","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Cattle and calves [MPG112001]","Canadian dollars","47","thousands","3","v1775394089","10.1.1.26","0","","","","0"
"2022","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Unprocessed milk [MPG112002]","Canadian dollars","47","thousands","3","v1775394481","10.1.1.27","0","","","","0"
"2023","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Unprocessed milk [MPG112002]","Canadian dollars","47","thousands","3","v1775394481","10.1.1.27","0","","","","0"
"2024","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Unprocessed milk [MPG112002]","Canadian dollars","47","thousands","3","v1775394481","10.1.1.27","0","","","","0"
"2022","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Hogs [MPG112003]","Canadian dollars","47","thousands","3","v1775394873","10.1.1.28","0","","","","0"
"2023","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Hogs [MPG112003]","Canadian dollars","47","thousands","3","v1775394873","10.1.1.28","0","","","","0"
"2024","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Hogs [MPG112003]","Canadian dollars","47","thousands","3","v1775394873","10.1.1.28","0","","","","0"
"2022","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Eggs in shell [MPG112004]","Canadian dollars","47","thousands","3","v1775395265","10.1.1.29","0","","","","0"
"2023","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Eggs in shell [MPG112004]","Canadian dollars","47","thousands","3","v1775395265","10.1.1.29","0","","","","0"
"2024","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Eggs in shell [MPG112004]","Canadian dollars","47","thousands","3","v1775395265","10.1.1.29","0","","","","0"
"2022","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Poultry [MPG112005]","Canadian dollars","47","thousands","3","v1775395657","10.1.1.30","0","","","","0"
"2023","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Poultry [MPG112005]","Canadian dollars","47","thousands","3","v1775395657","10.1.1.30","0","","","","0"
"2024","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Poultry [MPG112005]","Canadian dollars","47","thousands","3","v1775395657","10.1.1.30","0","","","","0"
"2022","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Other live animals [MPG112006]","Canadian dollars","47","thousands","3","v1775396049","10.1.1.31","0","","","","0"
"2023","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Other live animals [MPG112006]","Canadian dollars","47","thousands","3","v1775396049","10.1.1.31","0","","","","0"
"2024","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Other live animals [MPG112006]","Canadian dollars","47","thousands","3","v1775396049","10.1.1.31","0","","","","0"
"2022","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Raw furskins, and animal products n.e.c. [MPG112007]","Canadian dollars","47","thousands","3","v1775396441","10.1.1.32","0","","","","0"
"2023","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Raw furskins, and animal products n.e.c. [MPG112007]","Canadian dollars","47","thousands","3","v1775396441","10.1.1.32","0","","","","0"
"2024","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Raw furskins, and animal products n.e.c. [MPG112007]","Canadian dollars","47","thousands","3","v1775396441","10.1.1.32","0","","","","0"
"2022","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Logs, pulpwood and other forestry products [MPG113000]","Canadian dollars","47","thousands","3","v1775396833","10.1.1.33","0","","","","0"
"2023","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Logs, pulpwood and other forestry products [MPG113000]","Canadian dollars","47","thousands","3","v1775396833","10.1.1.33","0","","","","0"
"2024","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Logs, pulpwood and other forestry products [MPG113000]","Canadian dollars","47","thousands","3","v1775396833","10.1.1.33","0","","","","0"
"2022","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Fish, crustaceans, shellfish and other fishery products [MPG114000]","Canadian dollars","47","thousands","3","v1775397225","10.1.1.34","1054","","","","0"
"2023","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Fish, crustaceans, shellfish and other fishery products [MPG114000]","Canadian dollars","47","thousands","3","v1775397225","10.1.1.34","430","","","","0"
"2024","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Fish, crustaceans, shellfish and other fishery products [MPG114000]","Canadian dollars","47","thousands","3","v1775397225","10.1.1.34","949","","","","0"
"2022","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Iron ores and concentrates [MPG212210]","Canadian dollars","47","thousands","3","v1775397617","10.1.1.35","0","","","","0"
"2023","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Iron ores and concentrates [MPG212210]","Canadian dollars","47","thousands","3","v1775397617","10.1.1.35","0","","","","0"
"2024","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Iron ores and concentrates [MPG212210]","Canadian dollars","47","thousands","3","v1775397617","10.1.1.35","0","","","","0"
"2022","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Gold and silver ores and concentrates [MPG212220]","Canadian dollars","47","thousands","3","v1775398009","10.1.1.36","0","","","","0"
"2023","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Gold and silver ores and concentrates [MPG212220]","Canadian dollars","47","thousands","3","v1775398009","10.1.1.36","0","","","","0"
"2024","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Gold and silver ores and concentrates [MPG212220]","Canadian dollars","47","thousands","3","v1775398009","10.1.1.36","0","","","","0"
"2022","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Copper ores and concentrates [MPG212231]","Canadian dollars","47","thousands","3","v1775398401","10.1.1.37","0","","","","0"
"2023","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Copper ores and concentrates [MPG212231]","Canadian dollars","47","thousands","3","v1775398401","10.1.1.37","0","","","","0"
"2024","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Copper ores and concentrates [MPG212231]","Canadian dollars","47","thousands","3","v1775398401","10.1.1.37","0","","","","0"
"2022","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Nickel ores and concentrates [MPG212232]","Canadian dollars","47","thousands","3","v1775398793","10.1.1.38","0","","","","0"
"2023","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Nickel ores and concentrates [MPG212232]","Canadian dollars","47","thousands","3","v1775398793","10.1.1.38","0","","","","0"
"2024","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Nickel ores and concentrates [MPG212232]","Canadian dollars","47","thousands","3","v1775398793","10.1.1.38","0","","","","0"
"2022","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Lead and zinc ores and concentrates [MPG212233]","Canadian dollars","47","thousands","3","v1775399185","10.1.1.39","0","","","","0"
"2023","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Lead and zinc ores and concentrates [MPG212233]","Canadian dollars","47","thousands","3","v1775399185","10.1.1.39","0","","","","0"
"2024","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Lead and zinc ores and concentrates [MPG212233]","Canadian dollars","47","thousands","3","v1775399185","10.1.1.39","0","","","","0"
"2022","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Radioactive ores and concentrates [MPG212291]","Canadian dollars","47","thousands","3","v1775399577","10.1.1.40","0","","","","0"
"2023","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Radioactive ores and concentrates [MPG212291]","Canadian dollars","47","thousands","3","v1775399577","10.1.1.40","0","","","","0"
"2024","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Radioactive ores and concentrates [MPG212291]","Canadian dollars","47","thousands","3","v1775399577","10.1.1.40","0","","","","0"
"2022","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Other metal ores and concentrates [MPG212299]","Canadian dollars","47","thousands","3","v1775399969","10.1.1.41","0","","","","0"
"2023","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Other metal ores and concentrates [MPG212299]","Canadian dollars","47","thousands","3","v1775399969","10.1.1.41","0","","","","0"
"2024","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Other metal ores and concentrates [MPG212299]","Canadian dollars","47","thousands","3","v1775399969","10.1.1.41","0","","","","0"
"2022","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Stone [MPG212310]","Canadian dollars","47","thousands","3","v1775400361","10.1.1.42","0","","","","0"
"2023","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Stone [MPG212310]","Canadian dollars","47","thousands","3","v1775400361","10.1.1.42","0","","","","0"
"2024","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Stone [MPG212310]","Canadian dollars","47","thousands","3","v1775400361","10.1.1.42","0","","","","0"
"2022","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Sand, gravel, clay, and refractory minerals [MPG212320]","Canadian dollars","47","thousands","3","v1775400753","10.1.1.43","0","","","","0"
"2023","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Sand, gravel, clay, and refractory minerals [MPG212320]","Canadian dollars","47","thousands","3","v1775400753","10.1.1.43","0","","","","0"
"2024","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Sand, gravel, clay, and refractory minerals [MPG212320]","Canadian dollars","47","thousands","3","v1775400753","10.1.1.43","0","","","","0"
"2022","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Uncut and industrial diamonds [MPG212392]","Canadian dollars","47","thousands","3","v1775401145","10.1.1.44","0","","","","0"
"2023","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Uncut and industrial diamonds [MPG212392]","Canadian dollars","47","thousands","3","v1775401145","10.1.1.44","0","","","","0"
"2024","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Uncut and industrial diamonds [MPG212392]","Canadian dollars","47","thousands","3","v1775401145","10.1.1.44","0","","","","0"
"2022","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Potash [MPG212396]","Canadian dollars","47","thousands","3","v1775401537","10.1.1.45","0","","","","0"
"2023","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Potash [MPG212396]","Canadian dollars","47","thousands","3","v1775401537","10.1.1.45","0","","","","0"
"2024","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Potash [MPG212396]","Canadian dollars","47","thousands","3","v1775401537","10.1.1.45","0","","","","0"
"2022","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Non-metallic minerals (except diamonds) [MPG21239C]","Canadian dollars","47","thousands","3","v1775401929","10.1.1.46","0","","","","0"
"2023","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Non-metallic minerals (except diamonds) [MPG21239C]","Canadian dollars","47","thousands","3","v1775401929","10.1.1.46","0","","","","0"
"2024","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Non-metallic minerals (except diamonds) [MPG21239C]","Canadian dollars","47","thousands","3","v1775401929","10.1.1.46","0","","","","0"
"2022","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Dog and cat food [MPG311101]","Canadian dollars","47","thousands","3","v1775402321","10.1.1.47","0","","","","0"
"2023","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Dog and cat food [MPG311101]","Canadian dollars","47","thousands","3","v1775402321","10.1.1.47","0","","","","0"
"2024","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Dog and cat food [MPG311101]","Canadian dollars","47","thousands","3","v1775402321","10.1.1.47","0","","","","0"
"2022","British Columbia, exporting","2021A000259","Newfoundland and Labrador, importing","Current prices","Other animal feed [MPG311109]","Canadian dollars","47","thousands","3","v1775402713","10.1.1.48","0","","","","0"
